255,255,243,29,0,0,9,216,240,237,244,58,0,0,0,123,252,241,249,171,0,0,0,22,230,244,243,243,47,0,0,0,137,250,238,247,156,0,0,0,33,232,233,233,230,248,255,255
255,255,245,37,0,0,17,216,239,237,244,63,0,0,0,125,252,241,250,174,0,0,0,26,230,244,243,243,51,0,0,0,140,249,238,247,158,0,0,0,37,231,234,233,231,248,255,255
255,255,248,34,0,0,9,225,249,248,255,58,0,0,0,126,255,253,255,179,0,0,0,19,239,255,254,255,46,0,0,0,142,255,249,255,161,0,0,0,31,241,245,243,241,248,255,255
255,255,249,116,90,92,96,143,150,149,151,107,95,93,95,122,154,151,154,134,95,94,94,99,147,152,153,151,104,94,93,95,125,153,150,153,129,94,93,94,101,147,148,146,159,247,255,255
255,255,252,241,242,247,232,15,0,0,0,185,255,251,255,120,0,0,0,66,255,254,255,227,6,0,0,0,198,255,252,255,104,0,0,0,83,255,250,254,212,0,0,0,26,242,255,255
255,255,254,232,230,235,222,22,0,0,0,180,247,239,252,120,0,0,0,70,249,242,246,219,14,0,0,0,193,249,241,252,105,0,0,0,85,248,238,243,205,7,0,0,31,241,255,255
255,255,254,233,230,235,222,22,0,0,0,180,247,241,252,120,0,0,0,70,250,242,246,218,14,0,0,0,193,249,241,251,105,0,0,0,85,247,236,241,205,7,0,0,30,240,255,255
255,255,254,239,238,242,228,18,0,0,0,184,254,247,255,120,0,0,0,68,255,249,253,224,9,0,0,0,198,255,248,255,105,0,0,0,84,253,243,246,208,2,0,0,24,239,255,255
255,255,253,202,193,197,186,57,44,44,44,159,202,200,205,119,44,44,44,88,204,201,202,184,53,44,44,44,167,204,200,204,111,45,44,44,97,201,197,199,173,48,44,44,65,240,255,255
255,255,251,49,2,2,19,219,243,241,246,63,2,4,2,125,250,243,249,174,2,3,2,28,229,245,244,244,53,2,3,2,139,249,240,247,157,1,3,2,39,233,239,238,233,246,255,255
255,255,251,46,0,0,16,220,243,241,248,62,0,0,0,126,255,243,253,174,0,0,0,25,232,246,246,246,51,0,0,0,141,252,240,250,158,0,0,0,36,234,239,238,234,246,255,255
255,255,250,44,0,0,17,219,242,240,247,63,0,0,0,126,253,242,251,173,0,0,0,26,232,246,245,245,52,0,0,0,141,251,239,248,158,0,0,0,37,233,238,237,234,246,255,255
255,255,249,41,0,0,14,222,244,242,249,62,0,0,0,126,255,244,254,174,0,0,0,24,234,249,247,247,51,0,0,0,140,254,242,251,159,0,0,0,36,236,241,239,236,246,255,255
255,255,250,55,10,11,25,212,235,234,237,68,10,11,10,125,240,235,240,170,10,11,10,34,222,237,236,235,58,10,11,10,138,240,233,239,155,10,11,10,45,226,232,230,227,244,255,255
255,255,253,217,212,215,201,46,29,29,28,167,219,215,220,119,28,29,28,81,219,216,218,195,39,29,29,28,175,219,215,220,108,28,29,28,93,219,213,216,185,33,28,28,43,231,255,255
255,255,254,243,242,247,230,20,0,0,0,184,255,247,255,120,0,0,0,69,255,249,253,224,10,0,0,0,197,255,247,255,106,0,0,0,85,254,244,248,209,3,0,0,17,233,255,255
255,255,254,240,238,241,225,22,0,0,0,183,250,242,255,120,0,0,0,71,252,244,248,219,14,0,0,0,194,251,242,253,106,0,0,0,86,249,239,243,207,7,0,0,22,234,255,255
255,255,253,239,238,242,226,22,0,0,0,183,250,242,255,120,0,0,0,71,252,245,248,219,14,0,0,0,194,250,242,254,106,0,0,0,86,250,240,243,206,7,0,0,22,234,255,255
255,255,253,249,250,253,234,18,0,0,0,187,255,252,255,121,0,0,0,68,255,255,255,226,9,0,0,0,198,255,253,255,106,0,0,0,85,255,250,254,212,1,0,0,15,232,255,255
255,255,246,96,71,72,78,164,175,174,176,97,72,73,71,124,178,175,178,143,72,73,72,82,167,175,174,174,92,72,73,71,129,177,173,177,137,71,72,72,86,170,174,172,176,243,255,255
255,255,245,29,0,0,9,229,254,251,255,59,0,0,0,127,255,254,255,179,0,0,0,19,240,255,253,254,48,0,0,0,142,255,251,255,163,0,0,0,33,244,250,247,244,247,255,255
255,255,247,38,0,0,16,222,245,242,248,63,0,0,0,127,255,245,253,175,0,0,0,25,232,245,245,246,52,0,0,0,141,253,242,251,160,0,0,0,38,236,240,238,236,246,255,255
255,255,247,39,0,0,16,222,245,242,248,63,0,0,0,127,255,245,254,175,0,0,0,25,232,246,246,247,52,0,0,0,141,253,242,252,160,0,0,0,38,235,240,238,237,246,255,255
255,255,248,32,0,0,7,232,255,255,255,58,0,0,0,127,255,255,255,180,0,0,0,18,242,255,255,255,46,0,0,0,142,255,255,255,164,0,0,0,31,248,253,251,248,247,255,255
255,255,252,144,121,122,121,125,127,126,127,122,124,122,124,122,127,127,127,123,124,122,123,121,126,127,127,126,122,123,122,124,123,127,126,127,124,123,121,122,122,125,126,125,133,238,255,255
255,255,253,253,254,255,238,14,0,0,0,189,255,255,255,120,0,0,0,66,255,255,255,229,5,0,0,0,201,255,255,255,105,0,0,0,83,255,253,255,216,0,0,0,10,231,255,255
255,255,253,242,241,244,228,23,0,0,0,184,252,245,255,121,0,0,0,71,252,245,249,220,14,0,0,0,194,251,244,255,106,0,0,0,86,251,241,246,207,7,0,0,22,234,255,255
255,255,254,242,241,244,228,23,0,0,0,184,253,245,255,121,0,0,0,71,252,245,249,221,14,0,0,0,194,252,244,255,106,0,0,0,86,251,241,246,207,7,0,0,23,235,255,255
255,255,254,248,250,253,235,17,0,0,0,188,255,254,255,121,0,0,0,68,255,254,255,228,8,0,0,0,199,255,253,255,105,0,0,0,84,255,250,255,213,0,0,0,16,234,255,255
255,255,254,195,177,179,171,78,67,67,67,150,182,181,183,121,68,68,68,99,182,181,182,167,75,67,67,68,154,182,180,183,116,68,67,68,107,182,178,180,161,69,67,67,82,237,255,255
255,255,255,59,0,0,11,228,254,251,255,60,0,0,0,127,255,253,255,178,0,0,0,21,238,255,254,253,49,0,0,0,142,255,251,255,162,0,0,0,34,243,249,248,245,247,255,255
255,255,255,61,0,0,16,223,246,243,249,63,0,0,0,127,255,246,254,175,0,0,0,25,233,248,247,247,52,0,0,0,142,254,243,252,160,0,0,0,37,237,241,239,237,247,255,255
255,255,255,64,0,0,16,222,245,242,248,63,0,0,0,127,255,245,254,175,0,0,0,26,232,248,246,247,52,0,0,0,141,253,242,252,160,0,0,0,37,237,240,239,237,248,255,255
255,255,255,63,0,0,13,225,250,247,253,61,0,0,0,127,255,249,255,177,0,0,0,23,236,251,249,251,50,0,0,0,142,255,247,255,161,0,0,0,35,239,242,241,240,248,255,255
255,255,255,83,23,24,36,202,223,221,223,73,24,24,24,124,226,223,226,163,24,24,24,44,209,223,223,222,65,24,24,24,136,225,221,225,151,24,24,24,54,213,218,216,218,248,255,255
255,255,254,233,228,231,215,34,14,15,14,176,236,232,237,120,14,15,14,76,237,233,235,209,27,14,15,14,185,236,232,237,107,14,15,13,90,235,229,232,196,20,14,13,42,240,255,255
255,255,254,242,241,246,229,21,0,0,0,184,255,248,255,121,0,0,0,70,255,248,252,222,12,0,0,0,196,254,246,255,106,0,0,0,85,253,242,247,208,5,0,0,28,241,255,255
255,255,254,239,238,242,226,18,0,0,0,182,254,245,255,119,0,0,0,68,252,245,250,221,10,0,0,0,193,251,244,255,103,0,0,0,83,250,239,245,205,2,0,0,26,240,255,255
255,255,253,239,237,239,226,66,39,37,39,190,248,243,251,133,27,23,24,91,248,242,246,220,41,30,40,49,201,247,240,249,121,33,35,34,107,246,237,241,208,43,49,51,68,240,255,255
255,255,255,248,244,244,245,249,244,242,244,244,244,243,244,240,236,232,233,240,244,243,243,243,238,239,244,249,245,244,244,245,241,241,241,241,242,244,244,244,243,243,249,251,248,253,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
